signal_id,query,source,parent_seed_id,parent_query,raw_text,normalized_query,observed_at_utc,language,country,serp_features_detected,confidence,notes
SIG-0284,הצבת גבולות לילדים מאמרים,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים מאמרים,הצבת גבולות לילדים מאמרים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0285,הצבת גבולות לילדים בגן,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים בגן,הצבת גבולות לילדים בגן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0286,הצבת גבולות לילדים מדוע וכיצד,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים מדוע וכיצד,הצבת גבולות לילדים מדוע וכיצד,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0287,מצגת הצבת גבולות לילדים,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,מצגת הצבת גבולות לילדים,מצגת הצבת גבולות לילדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0288,התפרצויות זעם אצל ילדים,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0289,התפרצויות זעם אצל ילדים על הרצף,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים על הרצף,התפרצויות זעם אצל ילדים על הרצף,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0290,התפרצויות זעם אצל ילדים בני 5,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים בני 5,התפרצויות זעם אצל ילדים בני 5,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0291,התפרצויות זעם אצל ילדים בני 4,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים בני 4,התפרצויות זעם אצל ילדים בני 4,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0292,התפרצויות זעם אצל ילדים בני 3,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים בני 3,התפרצויות זעם אצל ילדים בני 3,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0293,התפרצויות זעם אצל ילדים בני 6,AUTOCOMPLETE,SEED-PAR-05,התפרצויות זעם אצל ילדים,התפרצויות זעם אצל ילדים בני 6,התפרצויות זעם אצל ילדים בני 6,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0294,איך להפסיק לצעוק על הילדים,AUTOCOMPLETE,SEED-PAR-06,איך להפסיק לצעוק על הילדים,איך להפסיק לצעוק על הילדים,איך להפסיק לצעוק על הילדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0295,הדרכת הורים לילדים מחוננים,AUTOCOMPLETE,SEED-PAR-07,הדרכת הורים לילדים מחוננים,הדרכת הורים לילדים מחוננים,הדרכת הורים לילדים מחוננים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0296,הכנה לנישואין,AUTOCOMPLETE,SEED-PRE-02,הכנה לנישואין,הכנה לנישואין,הכנה לנישואין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0297,שנה ראשונה לנישואין,AUTOCOMPLETE,SEED-PRE-03,שנה ראשונה לנישואין,שנה ראשונה לנישואין,שנה ראשונה לנישואין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0298,שנה ראשונה לנישואין קשה,AUTOCOMPLETE,SEED-PRE-03,שנה ראשונה לנישואין,שנה ראשונה לנישואין קשה,שנה ראשונה לנישואין קשה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0299,הלכות שנה ראשונה לנישואין,AUTOCOMPLETE,SEED-PRE-03,שנה ראשונה לנישואין,הלכות שנה ראשונה לנישואין,הלכות שנה ראשונה לנישואין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0300,לימודי ייעוץ זוגי לדתיים,AUTOCOMPLETE,SEED-RELIG-01,ייעוץ זוגי לדתיים,לימודי ייעוץ זוגי לדתיים,לימודי ייעוץ זוגי לדתיים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0301,קורס ייעוץ זוגי לדתיים,AUTOCOMPLETE,SEED-RELIG-01,ייעוץ זוגי לדתיים,קורס ייעוץ זוגי לדתיים,קורס ייעוץ זוגי לדתיים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0302,לימודי ייעוץ זוגי אונליין,AUTOCOMPLETE,SEED-COUP-09,ייעוץ זוגי אונליין,לימודי ייעוץ זוגי אונליין,לימודי ייעוץ זוגי אונליין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0303,זוגיות אחרי לידה,AUTOCOMPLETE,SEED-COUP-11,זוגיות אחרי לידה,זוגיות אחרי לידה,זוגיות אחרי לידה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0304,זוגיות אחרי לידה ראשונה,AUTOCOMPLETE,SEED-COUP-11,זוגיות אחרי לידה,זוגיות אחרי לידה ראשונה,זוגיות אחרי לידה ראשונה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0305,משבר זוגיות אחרי לידה,AUTOCOMPLETE,SEED-COUP-11,זוגיות אחרי לידה,משבר זוגיות אחרי לידה,משבר זוגיות אחרי לידה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0306,חרדה חברתית אצל מתבגרים,AUTOCOMPLETE,SEED-PAR-09,חרדה חברתית אצל מתבגרים,חרדה חברתית אצל מתבגרים,חרדה חברתית אצל מתבגרים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0307,שאלות לפגישה ראשונה,RELATED_SEARCH,SEED-DATE-01,פגישה ראשונה,שאלות לפגישה ראשונה,שאלות לפגישה ראשונה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,שאילתת Long-tail מובהקת להיכרות בדייט ראשון
SIG-0308,נושאי שיחה לפגישה ראשונה,RELATED_SEARCH,SEED-DATE-01,פגישה ראשונה,נושאי שיחה לפגישה ראשונה,נושאי שיחה לפגישה ראשונה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,חיפוש עזרה בתקשורת ושבירת קרח בדייט
SIG-0309,איך להתנהג בפגישה ראשונה,RELATED_SEARCH,SEED-DATE-01,פגישה ראשונה,איך להתנהג בפגישה ראשונה,איך להתנהג בפגישה ראשונה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,חיפוש טיפים והנחיות התנהגות
SIG-0310,על מה לדבר בפגישה ראשונה,PAA,SEED-DATE-01,פגישה ראשונה,על מה לדבר בפגישה ראשונה,על מה לדבר בפגישה ראשונה,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת PAA נפוצה בתוצאות דייטים
SIG-0311,מה אסור לעשות בפגישה ראשונה,PAA,SEED-DATE-01,פגישה ראשונה,מה אסור לעשות בפגישה ראשונה,מה אסור לעשות בפגישה ראשונה,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת PAA סביב טעויות בדייט ראשון
SIG-0312,פגישה ראשונה אילנה אביטל מילים,RELATED_SEARCH,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אילנה אביטל מילים,פגישה ראשונה אילנה אביטל מילים,2026-09-18T14:20:00Z,he,il,"KNOWLEDGE_PANEL,ORGANIC",HIGH,כוונה מוזיקלית/מילות שיר (מקור העמימות בשאילתת Head)
SIG-0313,פגישה ראשונה אלי עמיר סיכום,RELATED_SEARCH,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אלי עמיר סיכום,פגישה ראשונה אלי עמיר סיכום,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,כוונה ספרותית/לימודית
SIG-0314,איך להראות התלהבות במידה,RELATED_SEARCH,SEED-DATE-02,לא להראות התלהבות בתחילת קשר,איך להראות התלהבות במידה,איך להראות התלהבות במידה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,דילמת ויסות וקצב בדייטים
SIG-0315,משחקים בתחילת קשר פסיכולוגיה,RELATED_SEARCH,SEED-DATE-02,לא להראות התלהבות בתחילת קשר,משחקים בתחילת קשר פסיכולוגיה,משחקים בתחילת קשר פסיכולוגיה,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,כוונה להבין האם משחקי כוחות מועילים או מזיקים
SIG-0316,התלהבות יתר בתחילת קשר מרתיעה,RELATED_SEARCH,SEED-DATE-02,לא להראות התלהבות בתחילת קשר,התלהבות יתר בתחילת קשר מרתיעה,התלהבות יתר בתחילת קשר מרתיעה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,חשש מלהרחיק את הצד השני עקב התלהבות
SIG-0317,האם כדאי לשחק אותה קשה להשגה,PAA,SEED-DATE-02,לא להראות התלהבות בתחילת קשר,האם כדאי לשחק אותה קשה להשגה,האם כדאי לשחק אותה קשה להשגה,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת PAA מרכזית בתחום משחקי הדייטים
SIG-0318,ייעוץ זוגי באשדוד המלצות,RELATED_SEARCH,SEED-COUP-02,ייעוץ זוגי אשדוד,ייעוץ זוגי באשדוד המלצות,ייעוץ זוגי באשדוד המלצות,2026-09-18T14:20:00Z,he,il,"LOCAL_PACK,ORGANIC",HIGH,חיפוש המלצות על מטפלים באשדוד
SIG-0319,התחנה לטיפול זוגי ומשפחתי אשדוד,RELATED_SEARCH,SEED-COUP-02,ייעוץ זוגי אשדוד,התחנה לטיפול זוגי ומשפחתי אשדוד,התחנה לטיפול זוגי ומשפחתי אשדוד,2026-09-18T14:20:00Z,he,il,"LOCAL_PACK,ORGANIC",HIGH,חיפוש מותג השירות העירוני באשדוד
SIG-0320,טיפול זוגי מסובסד באשדוד,RELATED_SEARCH,SEED-COUP-02,ייעוץ זוגי אשדוד,טיפול זוגי מסובסד באשדוד,טיפול זוגי מסובסד באשדוד,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,חיפוש טיפול במחיר נגיש/ציבורי בעיר
SIG-0321,המרכז להורות משמעותית אשדוד,RELATED_SEARCH,SEED-PAR-02,הדרכת הורים אשדוד,המרכז להורות משמעותית אשדוד,המרכז להורות משמעותית אשדוד,2026-09-18T14:20:00Z,he,il,"LOCAL_PACK,ORGANIC",HIGH,המרכז העירוני המרכזי להורות באשדוד
SIG-0322,מגשר גירושין מומלץ באשדוד,RELATED_SEARCH,SEED-MED-01,גישור זוגי באשדוד,מגשר גירושין מומלץ באשדוד,מגשר גירושין מומלץ באשדוד,2026-09-18T14:20:00Z,he,il,"LOCAL_PACK,ORGANIC",HIGH,חיפוש מגשר מומלץ בהליכי פרידה באשדוד
SIG-0323,טיפול זוגי בזום מחיר,RELATED_SEARCH,SEED-COUP-09,ייעוץ זוגי אונליין,טיפול זוגי בזום מחיר,טיפול זוגי בזום מחיר,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,בירור עלויות של טיפול מקוון
SIG-0324,האם ייעוץ זוגי אונליין עובד,PAA,SEED-COUP-09,ייעוץ זוגי אונליין,האם ייעוץ זוגי אונליין עובד,האם ייעוץ זוגי אונליין עובד,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת אפקטיביות של טיפול מרחוק
SIG-0325,בגידה כלכלית בזוגיות,RELATED_SEARCH,SEED-COUP-10,מריבות על כסף בזוגיות,בגידה כלכלית בזוגיות,בגידה כלכלית בזוגיות,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,הסתרת הוצאות וחובות בין בני זוג
SIG-0326,איך מדברים על כסף בזוגיות,PAA,SEED-COUP-10,מריבות על כסף בזוגיות,איך מדברים על כסף בזוגיות,איך מדברים על כסף בזוגיות,2026-09-18T14:20:00Z,he,il,PAA,HIGH,פתיחת שיח כלכלי בונה
SIG-0327,אין אינטימיות אחרי לידה,RELATED_SEARCH,SEED-COUP-11,זוגיות אחרי לידה,אין אינטימיות אחרי לידה,אין אינטימיות אחרי לידה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,פער בחשק מיני וקרבה גופנית אחרי לידה
SIG-0328,ריבים אחרי לידה ראשונה,RELATED_SEARCH,SEED-COUP-11,זוגיות אחרי לידה,ריבים אחרי לידה ראשונה,ריבים אחרי לידה ראשונה,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,משבר מעבר להורות אצל זוגות צעירים
SIG-0329,השפעת הפרעת קשב על חיי הנישואין,RELATED_SEARCH,SEED-COUP-12,זוגיות עם בן זוג עם הפרעת קשב,השפעת הפרעת קשב על חיי הנישואין,השפעת הפרעת קשב על חיי הנישואין,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,מאמרים והסברים פסיכו-חינוכיים
SIG-0330,בן זוג עם adhd לא עוזר בבית,RELATED_SEARCH,SEED-COUP-12,זוגיות עם בן זוג עם הפרעת קשב,בן זוג עם adhd לא עוזר בבית,בן זוג עם adhd לא עוזר בבית,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,כאב קונקרטי סביב חלוקת נטל ודחיינות
SIG-0331,טיפול cbt בחרדה חברתית לנוער,RELATED_SEARCH,SEED-PAR-09,חרדה חברתית אצל מתבגרים,טיפול cbt בחרדה חברתית לנוער,טיפול cbt בחרדה חברתית לנוער,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,פנייה לטיפול ממוקד קוגניטיבי התנהגותי
SIG-0332,איך לעזור לילד עם חרדה חברתית,PAA,SEED-PAR-09,חרדה חברתית אצל מתבגרים,איך לעזור לילד עם חרדה חברתית,איך לעזור לילד עם חרדה חברתית,2026-09-18T14:20:00Z,he,il,PAA,HIGH,זווית הדרכת הורים מובהקת
SIG-0333,איך להציב גבולות בלי לצעוק,PAA,SEED-PAR-03,הצבת גבולות לילדים,איך להציב גבולות בלי לצעוק,איך להציב גבולות בלי לצעוק,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת PAA מרכזית בהורות חיובית
SIG-0334,הצבת גבולות לילדים בגיל 3,RELATED_SEARCH,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים בגיל 3,הצבת גבולות לילדים בגיל 3,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,גיל הרך / גיל שנתיים-שלוש הנוראי
SIG-0335,איך להרגיע ילד בהתקף זעם,PAA,SEED-PAR-05,התפרצויות זעם אצל ילדים,איך להרגיע ילד בהתקף זעם,איך להרגיע ילד בהתקף זעם,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאילתת עזרה ראשונה להורים
SIG-0336,התפתחות אסינכרונית אצל מחוננים,RELATED_SEARCH,SEED-PAR-07,הדרכת הורים לילדים מחוננים,התפתחות אסינכרונית אצל מחוננים,התפתחות אסינכרונית אצל מחוננים,2026-09-18T14:20:00Z,he,il,ORGANIC,HIGH,מונח מפתח מקצועי במחוננות
SIG-0337,שאלות שחובה לשאול לפני חתונה,RELATED_SEARCH,SEED-PRE-01,ייעוץ לפני נישואין,שאלות שחובה לשאול לפני חתונה,שאלות שחובה לשאול לפני חתונה,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,שאילתת בירור ציפיות לפני מיסוד
SIG-0338,איך לשפר את התקשורת בזוגיות,PAA,SEED-COUP-04,תקשורת זוגית,איך לשפר את התקשורת בזוגיות,איך לשפר את התקשורת בזוגיות,2026-09-18T14:20:00Z,he,il,PAA,HIGH,שאלת ליבה בחיפושי מידע על זוגיות
SIG-0339,סימנים שהזוגיות במשבר,PAA,SEED-COUP-07,משבר בזוגיות מה לעשות,סימנים שהזוגיות במשבר,סימנים שהזוגיות במשבר,2026-09-18T14:20:00Z,he,il,PAA,HIGH,אבחון עצמי של חומרת המשבר
SIG-0340,איך יודעים שהגיע הזמן להתגרש,RELATED_SEARCH,SEED-COUP-08,איך לדעת אם להיפרד או להישאר,איך יודעים שהגיע הזמן להתגרש,איך יודעים שהגיע הזמן להתגרש,2026-09-18T14:20:00Z,he,il,"ORGANIC,PAA",HIGH,שאילתת הכרעה כואבת לקראת פירוק נישואין
